avg_log2FC,mean_pct,sample_size,power,avg_log2FC_absolute
-1.313641259,0.094,9,0.97,1.313641259
-1.313641259,0.094,10,0.98,1.313641259
-1.632644481,0.179,1,0.99,1.632644481
-1.632644481,0.179,2,0.99,1.632644481
-1.632644481,0.179,3,1,1.632644481
-1.632644481,0.179,4,1,1.632644481
-1.632644481,0.179,5,1,1.632644481
-1.632644481,0.179,6,1,1.632644481
-1.632644481,0.179,7,1,1.632644481
-1.632644481,0.179,8,1,1.632644481
-1.632644481,0.179,9,1,1.632644481
-1.632644481,0.179,10,1,1.632644481
-0.207411411,0.9205,1,0.98,0.207411411
-0.207411411,0.9205,2,0.99,0.207411411
-0.207411411,0.9205,3,1,0.207411411
-0.207411411,0.9205,4,1,0.207411411
-0.207411411,0.9205,5,1,0.207411411
-0.207411411,0.9205,6,1,0.207411411
-0.207411411,0.9205,7,1,0.207411411
-0.207411411,0.9205,8,1,0.207411411
-0.207411411,0.9205,9,1,0.207411411
-0.207411411,0.9205,10,1,0.207411411
-1.426023046,0.1285,1,0.85,1.426023046
-1.426023046,0.1285,2,0.91,1.426023046
-1.426023046,0.1285,3,0.95,1.426023046
-1.426023046,0.1285,4,0.98,1.426023046
-1.426023046,0.1285,5,0.97,1.426023046
-1.426023046,0.1285,6,0.99,1.426023046
-1.426023046,0.1285,7,0.98,1.426023046
-1.426023046,0.1285,8,0.98,1.426023046
-1.426023046,0.1285,9,0.99,1.426023046
-1.426023046,0.1285,10,0.99,1.426023046
-0.706583459,0.4175,1,0.93,0.706583459
-0.706583459,0.4175,2,0.98,0.706583459
-0.706583459,0.4175,3,0.98,0.706583459
-0.706583459,0.4175,4,1,0.706583459
-0.706583459,0.4175,5,0.99,0.706583459
-0.706583459,0.4175,6,1,0.706583459
-0.706583459,0.4175,7,1,0.706583459
-0.706583459,0.4175,8,1,0.706583459
-0.706583459,0.4175,9,1,0.706583459
-0.706583459,0.4175,10,1,0.706583459
-0.645334522,0.314,1,0.9,0.645334522
-0.645334522,0.314,2,0.94,0.645334522
-0.645334522,0.314,3,0.96,0.645334522
-0.645334522,0.314,4,0.97,0.645334522
-0.645334522,0.314,5,0.98,0.645334522
-0.645334522,0.314,6,0.99,0.645334522
-0.645334522,0.314,7,0.98,0.645334522
-0.645334522,0.314,8,0.98,0.645334522
-0.645334522,0.314,9,0.99,0.645334522
-0.645334522,0.314,10,0.99,0.645334522
-1.011514934,0.121,1,0.94,1.011514934
-1.011514934,0.121,2,0.95,1.011514934
-1.011514934,0.121,3,0.97,1.011514934
-1.011514934,0.121,4,0.98,1.011514934
-1.011514934,0.121,5,0.98,1.011514934
-1.011514934,0.121,6,0.99,1.011514934
-1.011514934,0.121,7,0.99,1.011514934
-1.011514934,0.121,8,0.99,1.011514934
-1.011514934,0.121,9,0.99,1.011514934
-1.011514934,0.121,10,0.99,1.011514934
2.090952619,0.088,1,0.9,2.090952619
2.090952619,0.088,2,0.97,2.090952619
2.090952619,0.088,3,0.97,2.090952619
2.090952619,0.088,4,0.98,2.090952619
2.090952619,0.088,5,0.99,2.090952619
2.090952619,0.088,6,0.99,2.090952619
2.090952619,0.088,7,0.99,2.090952619
2.090952619,0.088,8,0.99,2.090952619
2.090952619,0.088,9,1,2.090952619
2.090952619,0.088,10,1,2.090952619
-2.516305246,0.069,1,0.93,2.516305246
-2.516305246,0.069,2,0.98,2.516305246
-2.516305246,0.069,3,0.97,2.516305246
-2.516305246,0.069,4,0.99,2.516305246
-2.516305246,0.069,5,1,2.516305246
-2.516305246,0.069,6,0.99,2.516305246
-2.516305246,0.069,7,0.99,2.516305246
-2.516305246,0.069,8,1,2.516305246
-2.516305246,0.069,9,1,2.516305246
-2.516305246,0.069,10,1,2.516305246
-1.99049085,0.1145,1,0.91,1.99049085
-1.99049085,0.1145,2,0.97,1.99049085
-1.99049085,0.1145,3,0.98,1.99049085
-1.99049085,0.1145,4,0.99,1.99049085
-1.99049085,0.1145,5,0.99,1.99049085
-1.99049085,0.1145,6,0.99,1.99049085
-1.99049085,0.1145,7,0.99,1.99049085
-1.99049085,0.1145,8,1,1.99049085
-1.99049085,0.1145,9,1,1.99049085
-1.99049085,0.1145,10,1,1.99049085
-1.418844698,0.0945,1,0.86,1.418844698
-1.418844698,0.0945,2,0.92,1.418844698
-1.418844698,0.0945,3,0.94,1.418844698
-1.418844698,0.0945,4,0.98,1.418844698
-1.418844698,0.0945,5,0.97,1.418844698
-1.418844698,0.0945,6,0.97,1.418844698
-1.418844698,0.0945,7,0.98,1.418844698
-1.418844698,0.0945,8,0.99,1.418844698
-1.418844698,0.0945,9,0.98,1.418844698
-1.418844698,0.0945,10,0.99,1.418844698
1.271082064,0.343,1,0.96,1.271082064
1.271082064,0.343,2,0.98,1.271082064
1.271082064,0.343,3,0.99,1.271082064
1.271082064,0.343,4,0.99,1.271082064
1.271082064,0.343,5,0.99,1.271082064
1.271082064,0.343,6,1,1.271082064
1.271082064,0.343,7,1,1.271082064
1.271082064,0.343,8,1,1.271082064
1.271082064,0.343,9,1,1.271082064
1.271082064,0.343,10,1,1.271082064
0.556622017,0.8005,1,0.13,0.556622017
0.556622017,0.8005,2,0.03,0.556622017
0.556622017,0.8005,3,0.02,0.556622017
0.556622017,0.8005,4,0,0.556622017
0.556622017,0.8005,5,0.01,0.556622017
0.556622017,0.8005,6,0.02,0.556622017
0.556622017,0.8005,7,0,0.556622017
0.556622017,0.8005,8,0.01,0.556622017
0.556622017,0.8005,9,0,0.556622017
0.556622017,0.8005,10,0.01,0.556622017
-1.378073586,0.1715,1,0.83,1.378073586
-1.378073586,0.1715,2,0.92,1.378073586
-1.378073586,0.1715,3,0.96,1.378073586
-1.378073586,0.1715,4,0.96,1.378073586
-1.378073586,0.1715,5,0.99,1.378073586
-1.378073586,0.1715,6,0.98,1.378073586
-1.378073586,0.1715,7,0.99,1.378073586
-1.378073586,0.1715,8,0.98,1.378073586
-1.378073586,0.1715,9,1,1.378073586
-1.378073586,0.1715,10,0.99,1.378073586
3.249476762,0.1455,1,0.97,3.249476762
3.249476762,0.1455,2,0.99,3.249476762
3.249476762,0.1455,3,1,3.249476762
3.249476762,0.1455,4,1,3.249476762
3.249476762,0.1455,5,1,3.249476762
3.249476762,0.1455,6,1,3.249476762
3.249476762,0.1455,7,1,3.249476762
3.249476762,0.1455,8,1,3.249476762
3.249476762,0.1455,9,1,3.249476762
3.249476762,0.1455,10,1,3.249476762
-2.818552866,0.2265,1,0.99,2.818552866
-2.818552866,0.2265,2,1,2.818552866
-2.818552866,0.2265,3,1,2.818552866
-2.818552866,0.2265,4,1,2.818552866
-2.818552866,0.2265,5,1,2.818552866
-2.818552866,0.2265,6,1,2.818552866
-2.818552866,0.2265,7,1,2.818552866
-2.818552866,0.2265,8,1,2.818552866
-2.818552866,0.2265,9,1,2.818552866
-2.818552866,0.2265,10,1,2.818552866
-5.071546411,0.0455,1,0.97,5.071546411
-5.071546411,0.0455,2,0.99,5.071546411
-5.071546411,0.0455,3,0.99,5.071546411
-5.071546411,0.0455,4,1,5.071546411
-5.071546411,0.0455,5,1,5.071546411
-5.071546411,0.0455,6,1,5.071546411
-5.071546411,0.0455,7,1,5.071546411
-5.071546411,0.0455,8,1,5.071546411
-5.071546411,0.0455,9,1,5.071546411
-5.071546411,0.0455,10,1,5.071546411
-5.582092476,0.08,1,0.98,5.582092476
-5.582092476,0.08,2,1,5.582092476
-5.582092476,0.08,3,1,5.582092476
-5.582092476,0.08,4,1,5.582092476
-5.582092476,0.08,5,1,5.582092476
-5.582092476,0.08,6,1,5.582092476
-5.582092476,0.08,7,1,5.582092476
-5.582092476,0.08,8,1,5.582092476
-5.582092476,0.08,9,1,5.582092476
-5.582092476,0.08,10,1,5.582092476
-1.562417563,0.111,1,0.93,1.562417563
-1.562417563,0.111,2,0.95,1.562417563
-1.562417563,0.111,3,0.98,1.562417563
-1.562417563,0.111,4,0.99,1.562417563
-1.562417563,0.111,5,1,1.562417563
-1.562417563,0.111,6,1,1.562417563
-1.562417563,0.111,7,0.99,1.562417563
-1.562417563,0.111,8,0.99,1.562417563
-1.562417563,0.111,9,0.99,1.562417563
-1.562417563,0.111,10,1,1.562417563
-1.651808714,0.096,1,0.82,1.651808714
-1.651808714,0.096,2,0.93,1.651808714
-1.651808714,0.096,3,0.95,1.651808714
-1.651808714,0.096,4,0.97,1.651808714
-1.651808714,0.096,5,0.97,1.651808714
-1.651808714,0.096,6,0.97,1.651808714
-1.651808714,0.096,7,0.99,1.651808714
-1.651808714,0.096,8,0.99,1.651808714
-1.651808714,0.096,9,0.99,1.651808714
-1.651808714,0.096,10,0.99,1.651808714
-3.246451485,0.0475,1,0.9,3.246451485
-3.246451485,0.0475,2,0.95,3.246451485
-3.246451485,0.0475,3,0.96,3.246451485
-3.246451485,0.0475,4,0.99,3.246451485
-3.246451485,0.0475,5,0.98,3.246451485
-3.246451485,0.0475,6,0.99,3.246451485
-3.246451485,0.0475,7,0.99,3.246451485
-3.246451485,0.0475,8,0.99,3.246451485
-3.246451485,0.0475,9,0.99,3.246451485
-3.246451485,0.0475,10,1,3.246451485
3.513312139,0.126,1,0.96,3.513312139
3.513312139,0.126,2,0.98,3.513312139
3.513312139,0.126,3,0.99,3.513312139
3.513312139,0.126,4,0.99,3.513312139
3.513312139,0.126,5,0.99,3.513312139
3.513312139,0.126,6,0.99,3.513312139
3.513312139,0.126,7,1,3.513312139
3.513312139,0.126,8,1,3.513312139
3.513312139,0.126,9,1,3.513312139
3.513312139,0.126,10,1,3.513312139
-0.380413334,0.974,1,0.98,0.380413334
-0.380413334,0.974,2,0.99,0.380413334
-0.380413334,0.974,3,1,0.380413334
-0.380413334,0.974,4,1,0.380413334
-0.380413334,0.974,5,1,0.380413334
-0.380413334,0.974,6,1,0.380413334
-0.380413334,0.974,7,1,0.380413334
-0.380413334,0.974,8,1,0.380413334
-0.380413334,0.974,9,1,0.380413334
-0.380413334,0.974,10,1,0.380413334
0.001312864,0.964,1,0.9,0.001312864
0.001312864,0.964,2,0.96,0.001312864
0.001312864,0.964,3,0.99,0.001312864
0.001312864,0.964,4,0.98,0.001312864
0.001312864,0.964,5,0.99,0.001312864
0.001312864,0.964,6,1,0.001312864
0.001312864,0.964,7,1,0.001312864
0.001312864,0.964,8,0.98,0.001312864
0.001312864,0.964,9,0.99,0.001312864
0.001312864,0.964,10,0.99,0.001312864
-0.107026333,0.988,1,0.84,0.107026333
-0.107026333,0.988,2,0.93,0.107026333
-0.107026333,0.988,3,0.97,0.107026333
-0.107026333,0.988,4,0.96,0.107026333
-0.107026333,0.988,5,0.98,0.107026333
-0.107026333,0.988,6,1,0.107026333
-0.107026333,0.988,7,1,0.107026333
-0.107026333,0.988,8,0.97,0.107026333
-0.107026333,0.988,9,0.99,0.107026333
-0.107026333,0.988,10,0.99,0.107026333
6.752596394,0.1005,1,0.98,6.752596394
6.752596394,0.1005,2,0.99,6.752596394
6.752596394,0.1005,3,1,6.752596394
6.752596394,0.1005,4,1,6.752596394
6.752596394,0.1005,5,1,6.752596394
6.752596394,0.1005,6,1,6.752596394
6.752596394,0.1005,7,1,6.752596394
6.752596394,0.1005,8,1,6.752596394
6.752596394,0.1005,9,1,6.752596394
6.752596394,0.1005,10,1,6.752596394
1.004345404,0.388,1,0.74,1.004345404
1.004345404,0.388,2,0.87,1.004345404
1.004345404,0.388,3,0.93,1.004345404
1.004345404,0.388,4,0.93,1.004345404
1.004345404,0.388,5,0.97,1.004345404
1.004345404,0.388,6,0.97,1.004345404
1.004345404,0.388,7,0.96,1.004345404
1.004345404,0.388,8,0.98,1.004345404
1.004345404,0.388,9,0.97,1.004345404
1.004345404,0.388,10,0.98,1.004345404
1.425521527,0.214,1,0.95,1.425521527
1.425521527,0.214,2,0.98,1.425521527
1.425521527,0.214,3,0.99,1.425521527
1.425521527,0.214,4,0.99,1.425521527
1.425521527,0.214,5,0.99,1.425521527
1.425521527,0.214,6,1,1.425521527
1.425521527,0.214,7,1,1.425521527
1.425521527,0.214,8,1,1.425521527
1.425521527,0.214,9,1,1.425521527
1.425521527,0.214,10,1,1.425521527
4.136167161,0.1775,1,1,4.136167161
4.136167161,0.1775,2,1,4.136167161
4.136167161,0.1775,3,1,4.136167161
4.136167161,0.1775,4,1,4.136167161
4.136167161,0.1775,5,1,4.136167161
4.136167161,0.1775,6,1,4.136167161
4.136167161,0.1775,7,1,4.136167161
4.136167161,0.1775,8,1,4.136167161
4.136167161,0.1775,9,1,4.136167161
4.136167161,0.1775,10,1,4.136167161
3.013793025,0.2885,1,0.96,3.013793025
3.013793025,0.2885,2,0.98,3.013793025
3.013793025,0.2885,3,0.99,3.013793025
3.013793025,0.2885,4,1,3.013793025
3.013793025,0.2885,5,0.99,3.013793025
3.013793025,0.2885,6,1,3.013793025
3.013793025,0.2885,7,1,3.013793025
3.013793025,0.2885,8,1,3.013793025
3.013793025,0.2885,9,1,3.013793025
3.013793025,0.2885,10,1,3.013793025
1.741397031,0.677,1,0.95,1.741397031
1.741397031,0.677,2,0.98,1.741397031
1.741397031,0.677,3,1,1.741397031
1.741397031,0.677,4,0.98,1.741397031
1.741397031,0.677,5,1,1.741397031
1.741397031,0.677,6,0.99,1.741397031
1.741397031,0.677,7,0.99,1.741397031
1.741397031,0.677,8,1,1.741397031
1.741397031,0.677,9,1,1.741397031
1.741397031,0.677,10,1,1.741397031
-1.105904022,0.216,1,0.77,1.105904022
-1.105904022,0.216,2,0.92,1.105904022
-1.105904022,0.216,3,0.93,1.105904022
-1.105904022,0.216,4,0.95,1.105904022
-1.105904022,0.216,5,0.96,1.105904022
-1.105904022,0.216,6,0.97,1.105904022
-1.105904022,0.216,7,1,1.105904022
-1.105904022,0.216,8,0.97,1.105904022
-1.105904022,0.216,9,0.98,1.105904022
-1.105904022,0.216,10,0.98,1.105904022
-0.770062473,0.614,1,0.78,0.770062473
-0.770062473,0.614,2,0.88,0.770062473
-0.770062473,0.614,3,0.94,0.770062473
-0.770062473,0.614,4,0.96,0.770062473
-0.770062473,0.614,5,0.99,0.770062473
-0.770062473,0.614,6,0.98,0.770062473
-0.770062473,0.614,7,0.97,0.770062473
-0.770062473,0.614,8,0.98,0.770062473
-0.770062473,0.614,9,0.98,0.770062473
-0.770062473,0.614,10,0.98,0.770062473
0.151026473,0.5235,1,0.72,0.151026473
0.151026473,0.5235,2,0.87,0.151026473
0.151026473,0.5235,3,0.91,0.151026473
0.151026473,0.5235,4,0.94,0.151026473
0.151026473,0.5235,5,0.96,0.151026473
0.151026473,0.5235,6,0.95,0.151026473
0.151026473,0.5235,7,0.96,0.151026473
0.151026473,0.5235,8,0.98,0.151026473
0.151026473,0.5235,9,0.97,0.151026473
0.151026473,0.5235,10,0.97,0.151026473
-6.577379558,0.0295,1,0.86,6.577379558
-6.577379558,0.0295,2,0.94,6.577379558
-6.577379558,0.0295,3,0.96,6.577379558
-6.577379558,0.0295,4,0.97,6.577379558
-6.577379558,0.0295,5,0.98,6.577379558
-6.577379558,0.0295,6,0.98,6.577379558
-6.577379558,0.0295,7,0.99,6.577379558
-6.577379558,0.0295,8,0.99,6.577379558
-6.577379558,0.0295,9,0.99,6.577379558
-6.577379558,0.0295,10,0.99,6.577379558
-9.034217438,0.1585,1,1,9.034217438
-9.034217438,0.1585,2,1,9.034217438
-9.034217438,0.1585,3,1,9.034217438
-9.034217438,0.1585,4,1,9.034217438
-9.034217438,0.1585,5,1,9.034217438
-9.034217438,0.1585,6,1,9.034217438
-9.034217438,0.1585,7,1,9.034217438
-9.034217438,0.1585,8,1,9.034217438
-9.034217438,0.1585,9,1,9.034217438
-9.034217438,0.1585,10,1,9.034217438
-4.238054543,0.038,1,0.91,4.238054543
-4.238054543,0.038,2,0.97,4.238054543
-4.238054543,0.038,3,0.98,4.238054543
-4.238054543,0.038,4,0.99,4.238054543
-4.238054543,0.038,5,0.99,4.238054543
-4.238054543,0.038,6,0.99,4.238054543
-4.238054543,0.038,7,0.99,4.238054543
-4.238054543,0.038,8,0.99,4.238054543
-4.238054543,0.038,9,1,4.238054543
-4.238054543,0.038,10,1,4.238054543
3.696963134,0.4495,1,1,3.696963134
3.696963134,0.4495,2,1,3.696963134
3.696963134,0.4495,3,1,3.696963134
3.696963134,0.4495,4,1,3.696963134
3.696963134,0.4495,5,1,3.696963134
3.696963134,0.4495,6,1,3.696963134
3.696963134,0.4495,7,1,3.696963134
3.696963134,0.4495,8,1,3.696963134
3.696963134,0.4495,9,1,3.696963134
3.696963134,0.4495,10,1,3.696963134
4.396956718,0.385,1,1,4.396956718
4.396956718,0.385,2,1,4.396956718
4.396956718,0.385,3,1,4.396956718
4.396956718,0.385,4,1,4.396956718
4.396956718,0.385,5,1,4.396956718
4.396956718,0.385,6,1,4.396956718
4.396956718,0.385,7,1,4.396956718
4.396956718,0.385,8,1,4.396956718
4.396956718,0.385,9,1,4.396956718
4.396956718,0.385,10,1,4.396956718
-1.705506871,0.1165,1,0.95,1.705506871
-1.705506871,0.1165,2,0.97,1.705506871
-1.705506871,0.1165,3,0.99,1.705506871
-1.705506871,0.1165,4,0.99,1.705506871
-1.705506871,0.1165,5,1,1.705506871
-1.705506871,0.1165,6,0.99,1.705506871
-1.705506871,0.1165,7,1,1.705506871
-1.705506871,0.1165,8,1,1.705506871
-1.705506871,0.1165,9,1,1.705506871
-1.705506871,0.1165,10,1,1.705506871
-1.282724707,0.2055,1,0.97,1.282724707
-1.282724707,0.2055,2,0.99,1.282724707
-1.282724707,0.2055,3,0.99,1.282724707
-1.282724707,0.2055,4,0.99,1.282724707
-1.282724707,0.2055,5,1,1.282724707
-1.282724707,0.2055,6,1,1.282724707
-1.282724707,0.2055,7,1,1.282724707
-1.282724707,0.2055,8,1,1.282724707
-1.282724707,0.2055,9,1,1.282724707
-1.282724707,0.2055,10,1,1.282724707
-0.585507171,0.362,1,0.94,0.585507171
-0.585507171,0.362,2,0.97,0.585507171
-0.585507171,0.362,3,0.98,0.585507171
-0.585507171,0.362,4,1,0.585507171
-0.585507171,0.362,5,0.99,0.585507171
-0.585507171,0.362,6,0.99,0.585507171
-0.585507171,0.362,7,1,0.585507171
-0.585507171,0.362,8,1,0.585507171
-0.585507171,0.362,9,0.99,0.585507171
-0.585507171,0.362,10,1,0.585507171
-0.460418349,0.492,1,0,0.460418349
-0.460418349,0.492,2,0,0.460418349
-0.460418349,0.492,3,0,0.460418349
-0.460418349,0.492,4,0,0.460418349
-0.460418349,0.492,5,0,0.460418349
-0.460418349,0.492,6,0,0.460418349
-0.460418349,0.492,7,0,0.460418349
-0.460418349,0.492,8,0,0.460418349
-0.460418349,0.492,9,0,0.460418349
-0.460418349,0.492,10,0.01,0.460418349
0.951287659,0.662,1,0.83,0.951287659
0.951287659,0.662,2,0.92,0.951287659
0.951287659,0.662,3,0.98,0.951287659
0.951287659,0.662,4,0.96,0.951287659
0.951287659,0.662,5,0.94,0.951287659
0.951287659,0.662,6,0.98,0.951287659
0.951287659,0.662,7,0.97,0.951287659
0.951287659,0.662,8,0.99,0.951287659
0.951287659,0.662,9,0.99,0.951287659
0.951287659,0.662,10,0.99,0.951287659
-1.195091765,0.097,1,0.71,1.195091765
-1.195091765,0.097,2,0.85,1.195091765
-1.195091765,0.097,3,0.9,1.195091765
-1.195091765,0.097,4,0.93,1.195091765
-1.195091765,0.097,5,0.94,1.195091765
-1.195091765,0.097,6,0.95,1.195091765
-1.195091765,0.097,7,0.96,1.195091765
-1.195091765,0.097,8,0.97,1.195091765
-1.195091765,0.097,9,0.97,1.195091765
-1.195091765,0.097,10,0.97,1.195091765
-0.993097664,0.1215,1,0.91,0.993097664
-0.993097664,0.1215,2,0.94,0.993097664
-0.993097664,0.1215,3,0.97,0.993097664
-0.993097664,0.1215,4,0.98,0.993097664
-0.993097664,0.1215,5,0.98,0.993097664
-0.993097664,0.1215,6,0.99,0.993097664
-0.993097664,0.1215,7,0.99,0.993097664
-0.993097664,0.1215,8,1,0.993097664
-0.993097664,0.1215,9,0.99,0.993097664
-0.993097664,0.1215,10,1,0.993097664
-1.309352011,0.182,1,0.93,1.309352011
-1.309352011,0.182,2,0.97,1.309352011
-1.309352011,0.182,3,0.99,1.309352011
-1.309352011,0.182,4,0.99,1.309352011
-1.309352011,0.182,5,0.99,1.309352011
-1.309352011,0.182,6,0.99,1.309352011
-1.309352011,0.182,7,0.99,1.309352011
-1.309352011,0.182,8,0.99,1.309352011
-1.309352011,0.182,9,0.99,1.309352011
-1.309352011,0.182,10,1,1.309352011
5.687485194,0.0975,1,0.98,5.687485194
5.687485194,0.0975,2,1,5.687485194
5.687485194,0.0975,3,1,5.687485194
5.687485194,0.0975,4,1,5.687485194
5.687485194,0.0975,5,1,5.687485194
5.687485194,0.0975,6,1,5.687485194
5.687485194,0.0975,7,1,5.687485194
5.687485194,0.0975,8,1,5.687485194
5.687485194,0.0975,9,1,5.687485194
5.687485194,0.0975,10,1,5.687485194
-1.880069432,0.07,1,0.88,1.880069432
-1.880069432,0.07,2,0.91,1.880069432
-1.880069432,0.07,3,0.93,1.880069432
-1.880069432,0.07,4,0.96,1.880069432
-1.880069432,0.07,5,0.97,1.880069432
-1.880069432,0.07,6,0.97,1.880069432
-1.880069432,0.07,7,0.98,1.880069432
-1.880069432,0.07,8,0.98,1.880069432
-1.880069432,0.07,9,0.98,1.880069432
-1.880069432,0.07,10,0.99,1.880069432
-1.603645205,0.068,1,0.84,1.603645205
-1.603645205,0.068,2,0.92,1.603645205
-1.603645205,0.068,3,0.97,1.603645205
-1.603645205,0.068,4,0.96,1.603645205
-1.603645205,0.068,5,0.98,1.603645205
-1.603645205,0.068,6,0.99,1.603645205
-1.603645205,0.068,7,0.98,1.603645205
-1.603645205,0.068,8,0.98,1.603645205
-1.603645205,0.068,9,0.99,1.603645205
-1.603645205,0.068,10,0.99,1.603645205
-0.804840561,0.361,1,0.96,0.804840561
-0.804840561,0.361,2,0.98,0.804840561
-0.804840561,0.361,3,0.99,0.804840561
-0.804840561,0.361,4,1,0.804840561
-0.804840561,0.361,5,1,0.804840561
-0.804840561,0.361,6,1,0.804840561
-0.804840561,0.361,7,1,0.804840561
-0.804840561,0.361,8,1,0.804840561
-0.804840561,0.361,9,1,0.804840561
-0.804840561,0.361,10,1,0.804840561
1.307801132,0.34,1,0.97,1.307801132
1.307801132,0.34,2,0.99,1.307801132
1.307801132,0.34,3,0.99,1.307801132
1.307801132,0.34,4,1,1.307801132
1.307801132,0.34,5,1,1.307801132
1.307801132,0.34,6,1,1.307801132
1.307801132,0.34,7,1,1.307801132
1.307801132,0.34,8,1,1.307801132
1.307801132,0.34,9,1,1.307801132
1.307801132,0.34,10,1,1.307801132
-1.555650185,0.128,1,0.97,1.555650185
-1.555650185,0.128,2,0.99,1.555650185
-1.555650185,0.128,3,0.99,1.555650185
-1.555650185,0.128,4,1,1.555650185
-1.555650185,0.128,5,1,1.555650185
-1.555650185,0.128,6,1,1.555650185
-1.555650185,0.128,7,1,1.555650185
-1.555650185,0.128,8,1,1.555650185
-1.555650185,0.128,9,1,1.555650185
-1.555650185,0.128,10,1,1.555650185
-0.801464616,0.0975,1,0.87,0.801464616
-0.801464616,0.0975,2,0.97,0.801464616
-0.801464616,0.0975,3,0.98,0.801464616
-0.801464616,0.0975,4,0.99,0.801464616
-0.801464616,0.0975,5,0.99,0.801464616
-0.801464616,0.0975,6,1,0.801464616
-0.801464616,0.0975,7,0.99,0.801464616
-0.801464616,0.0975,8,0.99,0.801464616
-0.801464616,0.0975,9,0.99,0.801464616
-0.801464616,0.0975,10,0.99,0.801464616
-2.034428932,0.072,1,0.87,2.034428932
-2.034428932,0.072,2,0.94,2.034428932
-2.034428932,0.072,3,0.96,2.034428932
-2.034428932,0.072,4,0.98,2.034428932
-2.034428932,0.072,5,0.98,2.034428932
-2.034428932,0.072,6,0.98,2.034428932
-2.034428932,0.072,7,0.99,2.034428932
-2.034428932,0.072,8,0.99,2.034428932
-2.034428932,0.072,9,0.99,2.034428932
-2.034428932,0.072,10,0.99,2.034428932
-1.67813105,0.0895,1,0.95,1.67813105
-1.67813105,0.0895,2,0.97,1.67813105
-1.67813105,0.0895,3,0.98,1.67813105
-1.67813105,0.0895,4,0.99,1.67813105
-1.67813105,0.0895,5,1,1.67813105
-1.67813105,0.0895,6,0.99,1.67813105
-1.67813105,0.0895,7,1,1.67813105
-1.67813105,0.0895,8,1,1.67813105
-1.67813105,0.0895,9,1,1.67813105
-1.67813105,0.0895,10,1,1.67813105
-0.747929596,0.315,1,0.25,0.747929596
-0.747929596,0.315,2,0.06,0.747929596
-0.747929596,0.315,3,0.06,0.747929596
-0.747929596,0.315,4,0.06,0.747929596
-0.747929596,0.315,5,0.05,0.747929596
-0.747929596,0.315,6,0.05,0.747929596
-0.747929596,0.315,7,0.03,0.747929596
-0.747929596,0.315,8,0.03,0.747929596
-0.747929596,0.315,9,0,0.747929596
-0.747929596,0.315,10,0.02,0.747929596
-1.527569464,0.089,1,0.95,1.527569464
-1.527569464,0.089,2,0.98,1.527569464
-1.527569464,0.089,3,0.99,1.527569464
-1.527569464,0.089,4,0.99,1.527569464
-1.527569464,0.089,5,1,1.527569464
-1.527569464,0.089,6,1,1.527569464
-1.527569464,0.089,7,0.99,1.527569464
-1.527569464,0.089,8,1,1.527569464
-1.527569464,0.089,9,0.99,1.527569464
-1.527569464,0.089,10,0.99,1.527569464
-1.178965381,0.125,1,0.93,1.178965381
-1.178965381,0.125,2,0.95,1.178965381
-1.178965381,0.125,3,0.98,1.178965381
-1.178965381,0.125,4,0.99,1.178965381
-1.178965381,0.125,5,0.98,1.178965381
-1.178965381,0.125,6,0.98,1.178965381
-1.178965381,0.125,7,1,1.178965381
-1.178965381,0.125,8,0.99,1.178965381
-1.178965381,0.125,9,0.99,1.178965381
-1.178965381,0.125,10,1,1.178965381
-0.993611399,0.1105,1,0.89,0.993611399
-0.993611399,0.1105,2,0.96,0.993611399
-0.993611399,0.1105,3,0.98,0.993611399
-0.993611399,0.1105,4,0.98,0.993611399
-0.993611399,0.1105,5,0.99,0.993611399
-0.993611399,0.1105,6,0.99,0.993611399
-0.993611399,0.1105,7,0.99,0.993611399
-0.993611399,0.1105,8,0.99,0.993611399
-0.993611399,0.1105,9,1,0.993611399
-0.993611399,0.1105,10,1,0.993611399
6.990415362,0.0235,1,0.82,6.990415362
6.990415362,0.0235,2,0.94,6.990415362
6.990415362,0.0235,3,0.92,6.990415362
6.990415362,0.0235,4,0.93,6.990415362
6.990415362,0.0235,5,0.98,6.990415362
6.990415362,0.0235,6,0.99,6.990415362
6.990415362,0.0235,7,0.99,6.990415362
6.990415362,0.0235,8,0.99,6.990415362
6.990415362,0.0235,9,0.99,6.990415362
6.990415362,0.0235,10,0.99,6.990415362
-1.352864071,0.072,1,0.84,1.352864071
-1.352864071,0.072,2,0.89,1.352864071
-1.352864071,0.072,3,0.94,1.352864071
-1.352864071,0.072,4,0.98,1.352864071
-1.352864071,0.072,5,0.96,1.352864071
-1.352864071,0.072,6,0.98,1.352864071
-1.352864071,0.072,7,0.98,1.352864071
-1.352864071,0.072,8,0.98,1.352864071
-1.352864071,0.072,9,0.98,1.352864071
-1.352864071,0.072,10,0.99,1.352864071
-0.336114575,0.7635,1,0.92,0.336114575
-0.336114575,0.7635,2,0.95,0.336114575
-0.336114575,0.7635,3,0.99,0.336114575
-0.336114575,0.7635,4,0.99,0.336114575
-0.336114575,0.7635,5,0.98,0.336114575
-0.336114575,0.7635,6,0.98,0.336114575
-0.336114575,0.7635,7,0.99,0.336114575
-0.336114575,0.7635,8,0.99,0.336114575
-0.336114575,0.7635,9,0.99,0.336114575
-0.336114575,0.7635,10,0.99,0.336114575
-1.1675021,0.16,1,0.95,1.1675021
