avg_log2FC,mean_pct,sample_size,power,avg_log2FC_absolute
-1.55658984,0.1945,4,0.98,1.55658984
-1.55658984,0.1945,5,0.99,1.55658984
-1.55658984,0.1945,6,0.99,1.55658984
-1.55658984,0.1945,7,0.99,1.55658984
-1.55658984,0.1945,8,0.99,1.55658984
-1.55658984,0.1945,9,0.99,1.55658984
-1.55658984,0.1945,10,1,1.55658984
2.36865825,0.0915,1,0.81,2.36865825
2.36865825,0.0915,2,0.94,2.36865825
2.36865825,0.0915,3,0.98,2.36865825
2.36865825,0.0915,4,0.99,2.36865825
2.36865825,0.0915,5,0.98,2.36865825
2.36865825,0.0915,6,0.98,2.36865825
2.36865825,0.0915,7,0.99,2.36865825
2.36865825,0.0915,8,0.99,2.36865825
2.36865825,0.0915,9,1,2.36865825
2.36865825,0.0915,10,0.98,2.36865825
-0.943830364,0.0775,1,0.75,0.943830364
-0.943830364,0.0775,2,0.88,0.943830364
-0.943830364,0.0775,3,0.93,0.943830364
-0.943830364,0.0775,4,0.94,0.943830364
-0.943830364,0.0775,5,0.96,0.943830364
-0.943830364,0.0775,6,0.96,0.943830364
-0.943830364,0.0775,7,0.97,0.943830364
-0.943830364,0.0775,8,0.97,0.943830364
-0.943830364,0.0775,9,0.98,0.943830364
-0.943830364,0.0775,10,0.98,0.943830364
-0.248007018,0.995,1,0.96,0.248007018
-0.248007018,0.995,2,0.98,0.248007018
-0.248007018,0.995,3,0.99,0.248007018
-0.248007018,0.995,4,1,0.248007018
-0.248007018,0.995,5,1,0.248007018
-0.248007018,0.995,6,1,0.248007018
-0.248007018,0.995,7,1,0.248007018
-0.248007018,0.995,8,1,0.248007018
-0.248007018,0.995,9,1,0.248007018
-0.248007018,0.995,10,1,0.248007018
-0.993361402,0.0785,1,0.95,0.993361402
-0.993361402,0.0785,2,0.98,0.993361402
-0.993361402,0.0785,3,0.98,0.993361402
-0.993361402,0.0785,4,1,0.993361402
-0.993361402,0.0785,5,0.99,0.993361402
-0.993361402,0.0785,6,0.99,0.993361402
-0.993361402,0.0785,7,1,0.993361402
-0.993361402,0.0785,8,1,0.993361402
-0.993361402,0.0785,9,0.99,0.993361402
-0.993361402,0.0785,10,1,0.993361402
1.295311771,0.4005,1,0.99,1.295311771
1.295311771,0.4005,2,1,1.295311771
1.295311771,0.4005,3,1,1.295311771
1.295311771,0.4005,4,1,1.295311771
1.295311771,0.4005,5,1,1.295311771
1.295311771,0.4005,6,1,1.295311771
1.295311771,0.4005,7,1,1.295311771
1.295311771,0.4005,8,1,1.295311771
1.295311771,0.4005,9,1,1.295311771
1.295311771,0.4005,10,1,1.295311771
-1.259860815,0.113,1,0.82,1.259860815
-1.259860815,0.113,2,0.91,1.259860815
-1.259860815,0.113,3,0.97,1.259860815
-1.259860815,0.113,4,0.99,1.259860815
-1.259860815,0.113,5,0.98,1.259860815
-1.259860815,0.113,6,0.98,1.259860815
-1.259860815,0.113,7,0.98,1.259860815
-1.259860815,0.113,8,0.99,1.259860815
-1.259860815,0.113,9,0.99,1.259860815
-1.259860815,0.113,10,0.99,1.259860815
1.365594601,0.405,1,0.96,1.365594601
1.365594601,0.405,2,0.97,1.365594601
1.365594601,0.405,3,0.99,1.365594601
1.365594601,0.405,4,0.99,1.365594601
1.365594601,0.405,5,1,1.365594601
1.365594601,0.405,6,1,1.365594601
1.365594601,0.405,7,1,1.365594601
1.365594601,0.405,8,1,1.365594601
1.365594601,0.405,9,1,1.365594601
1.365594601,0.405,10,1,1.365594601
-0.897889225,0.2315,1,0.9,0.897889225
-0.897889225,0.2315,2,0.95,0.897889225
-0.897889225,0.2315,3,0.97,0.897889225
-0.897889225,0.2315,4,0.96,0.897889225
-0.897889225,0.2315,5,0.98,0.897889225
-0.897889225,0.2315,6,0.99,0.897889225
-0.897889225,0.2315,7,0.99,0.897889225
-0.897889225,0.2315,8,0.99,0.897889225
-0.897889225,0.2315,9,1,0.897889225
-0.897889225,0.2315,10,0.99,0.897889225
-0.820318941,0.3595,1,0.97,0.820318941
-0.820318941,0.3595,2,0.98,0.820318941
-0.820318941,0.3595,3,0.99,0.820318941
-0.820318941,0.3595,4,1,0.820318941
-0.820318941,0.3595,5,1,0.820318941
-0.820318941,0.3595,6,1,0.820318941
-0.820318941,0.3595,7,1,0.820318941
-0.820318941,0.3595,8,1,0.820318941
-0.820318941,0.3595,9,1,0.820318941
-0.820318941,0.3595,10,1,0.820318941
-1.352236085,0.0995,1,0.05,1.352236085
-1.352236085,0.0995,2,0,1.352236085
-1.352236085,0.0995,3,0,1.352236085
-1.352236085,0.0995,4,0.01,1.352236085
-1.352236085,0.0995,5,0.02,1.352236085
-1.352236085,0.0995,6,0.01,1.352236085
-1.352236085,0.0995,7,0,1.352236085
-1.352236085,0.0995,8,0,1.352236085
-1.352236085,0.0995,9,0.01,1.352236085
-1.352236085,0.0995,10,0.01,1.352236085
-1.420626006,0.152,1,0.67,1.420626006
-1.420626006,0.152,2,0.77,1.420626006
-1.420626006,0.152,3,0.87,1.420626006
-1.420626006,0.152,4,0.88,1.420626006
-1.420626006,0.152,5,0.91,1.420626006
-1.420626006,0.152,6,0.94,1.420626006
-1.420626006,0.152,7,0.96,1.420626006
-1.420626006,0.152,8,0.95,1.420626006
-1.420626006,0.152,9,0.96,1.420626006
-1.420626006,0.152,10,0.98,1.420626006
-1.158482906,0.44,1,0.96,1.158482906
-1.158482906,0.44,2,0.97,1.158482906
-1.158482906,0.44,3,0.98,1.158482906
-1.158482906,0.44,4,0.99,1.158482906
-1.158482906,0.44,5,1,1.158482906
-1.158482906,0.44,6,1,1.158482906
-1.158482906,0.44,7,1,1.158482906
-1.158482906,0.44,8,1,1.158482906
-1.158482906,0.44,9,1,1.158482906
-1.158482906,0.44,10,1,1.158482906
1.461285312,0.073,1,0.97,1.461285312
1.461285312,0.073,2,0.98,1.461285312
1.461285312,0.073,3,0.98,1.461285312
1.461285312,0.073,4,1,1.461285312
1.461285312,0.073,5,0.99,1.461285312
1.461285312,0.073,6,0.99,1.461285312
1.461285312,0.073,7,0.99,1.461285312
1.461285312,0.073,8,1,1.461285312
1.461285312,0.073,9,1,1.461285312
1.461285312,0.073,10,1,1.461285312
-1.169638274,0.233,1,0.93,1.169638274
-1.169638274,0.233,2,0.95,1.169638274
-1.169638274,0.233,3,0.97,1.169638274
-1.169638274,0.233,4,0.98,1.169638274
-1.169638274,0.233,5,0.98,1.169638274
-1.169638274,0.233,6,0.99,1.169638274
-1.169638274,0.233,7,0.99,1.169638274
-1.169638274,0.233,8,0.99,1.169638274
-1.169638274,0.233,9,0.99,1.169638274
-1.169638274,0.233,10,0.99,1.169638274
-1.081667711,0.173,1,0.96,1.081667711
-1.081667711,0.173,2,0.97,1.081667711
-1.081667711,0.173,3,0.98,1.081667711
-1.081667711,0.173,4,0.99,1.081667711
-1.081667711,0.173,5,0.99,1.081667711
-1.081667711,0.173,6,0.99,1.081667711
-1.081667711,0.173,7,0.99,1.081667711
-1.081667711,0.173,8,1,1.081667711
-1.081667711,0.173,9,0.99,1.081667711
-1.081667711,0.173,10,1,1.081667711
1.342338122,0.1485,1,0.92,1.342338122
1.342338122,0.1485,2,0.97,1.342338122
1.342338122,0.1485,3,0.99,1.342338122
1.342338122,0.1485,4,0.99,1.342338122
1.342338122,0.1485,5,0.98,1.342338122
1.342338122,0.1485,6,0.99,1.342338122
1.342338122,0.1485,7,0.99,1.342338122
1.342338122,0.1485,8,0.99,1.342338122
1.342338122,0.1485,9,0.99,1.342338122
1.342338122,0.1485,10,1,1.342338122
-2.088770787,0.1445,1,0.96,2.088770787
-2.088770787,0.1445,2,0.98,2.088770787
-2.088770787,0.1445,3,0.99,2.088770787
-2.088770787,0.1445,4,0.99,2.088770787
-2.088770787,0.1445,5,1,2.088770787
-2.088770787,0.1445,6,1,2.088770787
-2.088770787,0.1445,7,1,2.088770787
-2.088770787,0.1445,8,1,2.088770787
-2.088770787,0.1445,9,1,2.088770787
-2.088770787,0.1445,10,1,2.088770787
-0.880664472,0.1545,1,0.91,0.880664472
-0.880664472,0.1545,2,0.93,0.880664472
-0.880664472,0.1545,3,0.95,0.880664472
-0.880664472,0.1545,4,0.96,0.880664472
-0.880664472,0.1545,5,0.97,0.880664472
-0.880664472,0.1545,6,0.99,0.880664472
-0.880664472,0.1545,7,0.98,0.880664472
-0.880664472,0.1545,8,0.98,0.880664472
-0.880664472,0.1545,9,1,0.880664472
-0.880664472,0.1545,10,0.98,0.880664472
1.157028275,0.552,1,0.99,1.157028275
1.157028275,0.552,2,1,1.157028275
1.157028275,0.552,3,1,1.157028275
1.157028275,0.552,4,1,1.157028275
1.157028275,0.552,5,1,1.157028275
1.157028275,0.552,6,1,1.157028275
1.157028275,0.552,7,1,1.157028275
1.157028275,0.552,8,1,1.157028275
1.157028275,0.552,9,1,1.157028275
1.157028275,0.552,10,1,1.157028275
1.163878348,0.2135,1,0.77,1.163878348
1.163878348,0.2135,2,0.95,1.163878348
1.163878348,0.2135,3,0.95,1.163878348
1.163878348,0.2135,4,0.95,1.163878348
1.163878348,0.2135,5,0.97,1.163878348
1.163878348,0.2135,6,0.96,1.163878348
1.163878348,0.2135,7,0.97,1.163878348
1.163878348,0.2135,8,0.96,1.163878348
1.163878348,0.2135,9,0.98,1.163878348
1.163878348,0.2135,10,0.97,1.163878348
-2.930924132,0.2515,1,0.99,2.930924132
-2.930924132,0.2515,2,1,2.930924132
-2.930924132,0.2515,3,1,2.930924132
-2.930924132,0.2515,4,1,2.930924132
-2.930924132,0.2515,5,1,2.930924132
-2.930924132,0.2515,6,1,2.930924132
-2.930924132,0.2515,7,1,2.930924132
-2.930924132,0.2515,8,1,2.930924132
-2.930924132,0.2515,9,1,2.930924132
-2.930924132,0.2515,10,1,2.930924132
-9.151492159,0.1805,1,1,9.151492159
-9.151492159,0.1805,2,1,9.151492159
-9.151492159,0.1805,3,1,9.151492159
-9.151492159,0.1805,4,1,9.151492159
-9.151492159,0.1805,5,1,9.151492159
-9.151492159,0.1805,6,1,9.151492159
-9.151492159,0.1805,7,1,9.151492159
-9.151492159,0.1805,8,1,9.151492159
-9.151492159,0.1805,9,1,9.151492159
-9.151492159,0.1805,10,1,9.151492159
-0.990834441,0.255,1,0.88,0.990834441
-0.990834441,0.255,2,0.99,0.990834441
-0.990834441,0.255,3,0.97,0.990834441
-0.990834441,0.255,4,0.99,0.990834441
-0.990834441,0.255,5,0.99,0.990834441
-0.990834441,0.255,6,0.99,0.990834441
-0.990834441,0.255,7,0.99,0.990834441
-0.990834441,0.255,8,0.99,0.990834441
-0.990834441,0.255,9,0.99,0.990834441
-0.990834441,0.255,10,0.99,0.990834441
-0.043537056,0.57,1,0.93,0.043537056
-0.043537056,0.57,2,0.91,0.043537056
-0.043537056,0.57,3,0.96,0.043537056
-0.043537056,0.57,4,0.96,0.043537056
-0.043537056,0.57,5,0.97,0.043537056
-0.043537056,0.57,6,0.98,0.043537056
-0.043537056,0.57,7,0.98,0.043537056
-0.043537056,0.57,8,0.98,0.043537056
-0.043537056,0.57,9,0.99,0.043537056
-0.043537056,0.57,10,0.99,0.043537056
-1.288190439,0.1315,1,0.96,1.288190439
-1.288190439,0.1315,2,0.98,1.288190439
-1.288190439,0.1315,3,0.98,1.288190439
-1.288190439,0.1315,4,0.99,1.288190439
-1.288190439,0.1315,5,1,1.288190439
-1.288190439,0.1315,6,0.99,1.288190439
-1.288190439,0.1315,7,1,1.288190439
-1.288190439,0.1315,8,1,1.288190439
-1.288190439,0.1315,9,1,1.288190439
-1.288190439,0.1315,10,1,1.288190439
2.089275308,0.591,1,1,2.089275308
2.089275308,0.591,2,1,2.089275308
2.089275308,0.591,3,1,2.089275308
2.089275308,0.591,4,1,2.089275308
2.089275308,0.591,5,1,2.089275308
2.089275308,0.591,6,1,2.089275308
2.089275308,0.591,7,1,2.089275308
2.089275308,0.591,8,1,2.089275308
2.089275308,0.591,9,1,2.089275308
2.089275308,0.591,10,1,2.089275308
1.37546132,0.3085,1,0.99,1.37546132
1.37546132,0.3085,2,0.99,1.37546132
1.37546132,0.3085,3,0.99,1.37546132
1.37546132,0.3085,4,1,1.37546132
1.37546132,0.3085,5,1,1.37546132
1.37546132,0.3085,6,1,1.37546132
1.37546132,0.3085,7,1,1.37546132
1.37546132,0.3085,8,1,1.37546132
1.37546132,0.3085,9,1,1.37546132
1.37546132,0.3085,10,1,1.37546132
-1.58055778,0.087,1,0.92,1.58055778
-1.58055778,0.087,2,0.95,1.58055778
-1.58055778,0.087,3,0.97,1.58055778
-1.58055778,0.087,4,0.98,1.58055778
-1.58055778,0.087,5,0.98,1.58055778
-1.58055778,0.087,6,0.99,1.58055778
-1.58055778,0.087,7,0.99,1.58055778
-1.58055778,0.087,8,0.99,1.58055778
-1.58055778,0.087,9,0.99,1.58055778
-1.58055778,0.087,10,0.99,1.58055778
-0.405060687,0.922,1,0.91,0.405060687
-0.405060687,0.922,2,0.97,0.405060687
-0.405060687,0.922,3,0.98,0.405060687
-0.405060687,0.922,4,0.99,0.405060687
-0.405060687,0.922,5,0.99,0.405060687
-0.405060687,0.922,6,0.99,0.405060687
-0.405060687,0.922,7,0.99,0.405060687
-0.405060687,0.922,8,1,0.405060687
-0.405060687,0.922,9,1,0.405060687
-0.405060687,0.922,10,1,0.405060687
-1.081981963,0.1585,1,0.96,1.081981963
-1.081981963,0.1585,2,0.95,1.081981963
-1.081981963,0.1585,3,0.97,1.081981963
-1.081981963,0.1585,4,0.98,1.081981963
-1.081981963,0.1585,5,0.99,1.081981963
-1.081981963,0.1585,6,1,1.081981963
-1.081981963,0.1585,7,0.99,1.081981963
-1.081981963,0.1585,8,0.99,1.081981963
-1.081981963,0.1585,9,0.99,1.081981963
-1.081981963,0.1585,10,0.99,1.081981963
1.439803998,0.136,1,0.9,1.439803998
1.439803998,0.136,2,0.99,1.439803998
1.439803998,0.136,3,0.98,1.439803998
1.439803998,0.136,4,0.98,1.439803998
1.439803998,0.136,5,0.99,1.439803998
1.439803998,0.136,6,0.99,1.439803998
1.439803998,0.136,7,0.99,1.439803998
1.439803998,0.136,8,0.99,1.439803998
1.439803998,0.136,9,1,1.439803998
1.439803998,0.136,10,1,1.439803998
-0.968941229,0.4735,1,0.96,0.968941229
-0.968941229,0.4735,2,0.98,0.968941229
-0.968941229,0.4735,3,0.99,0.968941229
-0.968941229,0.4735,4,0.99,0.968941229
-0.968941229,0.4735,5,0.99,0.968941229
-0.968941229,0.4735,6,1,0.968941229
-0.968941229,0.4735,7,1,0.968941229
-0.968941229,0.4735,8,1,0.968941229
-0.968941229,0.4735,9,1,0.968941229
-0.968941229,0.4735,10,1,0.968941229
-1.59807505,0.088,1,0.89,1.59807505
-1.59807505,0.088,2,0.98,1.59807505
-1.59807505,0.088,3,0.95,1.59807505
-1.59807505,0.088,4,0.98,1.59807505
-1.59807505,0.088,5,0.98,1.59807505
-1.59807505,0.088,6,0.98,1.59807505
-1.59807505,0.088,7,1,1.59807505
-1.59807505,0.088,8,1,1.59807505
-1.59807505,0.088,9,1,1.59807505
-1.59807505,0.088,10,1,1.59807505
-0.431780744,0.779,1,0.9,0.431780744
-0.431780744,0.779,2,0.96,0.431780744
-0.431780744,0.779,3,0.97,0.431780744
-0.431780744,0.779,4,0.98,0.431780744
-0.431780744,0.779,5,0.99,0.431780744
-0.431780744,0.779,6,0.99,0.431780744
-0.431780744,0.779,7,0.99,0.431780744
-0.431780744,0.779,8,0.99,0.431780744
-0.431780744,0.779,9,1,0.431780744
-0.431780744,0.779,10,1,0.431780744
9.370299364,0.041,1,0.95,9.370299364
9.370299364,0.041,2,0.98,9.370299364
9.370299364,0.041,3,0.99,9.370299364
9.370299364,0.041,4,0.99,9.370299364
9.370299364,0.041,5,0.99,9.370299364
9.370299364,0.041,6,0.99,9.370299364
9.370299364,0.041,7,1,9.370299364
9.370299364,0.041,8,1,9.370299364
9.370299364,0.041,9,1,9.370299364
9.370299364,0.041,10,1,9.370299364
-1.139283858,0.074,1,0.88,1.139283858
-1.139283858,0.074,2,0.95,1.139283858
-1.139283858,0.074,3,0.98,1.139283858
-1.139283858,0.074,4,0.98,1.139283858
-1.139283858,0.074,5,0.99,1.139283858
-1.139283858,0.074,6,0.97,1.139283858
-1.139283858,0.074,7,0.99,1.139283858
-1.139283858,0.074,8,1,1.139283858
-1.139283858,0.074,9,0.99,1.139283858
-1.139283858,0.074,10,0.99,1.139283858
6.798774084,0.044,1,0.94,6.798774084
6.798774084,0.044,2,0.97,6.798774084
6.798774084,0.044,3,0.99,6.798774084
6.798774084,0.044,4,0.99,6.798774084
6.798774084,0.044,5,0.99,6.798774084
6.798774084,0.044,6,1,6.798774084
6.798774084,0.044,7,1,6.798774084
6.798774084,0.044,8,1,6.798774084
6.798774084,0.044,9,1,6.798774084
6.798774084,0.044,10,1,6.798774084
-1.667424574,0.0455,1,0.9,1.667424574
-1.667424574,0.0455,2,0.95,1.667424574
-1.667424574,0.0455,3,0.97,1.667424574
-1.667424574,0.0455,4,0.99,1.667424574
-1.667424574,0.0455,5,0.98,1.667424574
-1.667424574,0.0455,6,0.99,1.667424574
-1.667424574,0.0455,7,0.99,1.667424574
-1.667424574,0.0455,8,0.99,1.667424574
-1.667424574,0.0455,9,0.99,1.667424574
-1.667424574,0.0455,10,0.99,1.667424574
0.409591703,0.233,1,0.93,0.409591703
0.409591703,0.233,2,0.96,0.409591703
0.409591703,0.233,3,1,0.409591703
0.409591703,0.233,4,0.99,0.409591703
0.409591703,0.233,5,0.99,0.409591703
0.409591703,0.233,6,0.99,0.409591703
0.409591703,0.233,7,1,0.409591703
0.409591703,0.233,8,0.99,0.409591703
0.409591703,0.233,9,1,0.409591703
0.409591703,0.233,10,1,0.409591703
-0.765101162,0.2185,1,0.9,0.765101162
-0.765101162,0.2185,2,0.94,0.765101162
-0.765101162,0.2185,3,0.96,0.765101162
-0.765101162,0.2185,4,0.98,0.765101162
-0.765101162,0.2185,5,0.98,0.765101162
-0.765101162,0.2185,6,0.99,0.765101162
-0.765101162,0.2185,7,0.99,0.765101162
-0.765101162,0.2185,8,0.99,0.765101162
-0.765101162,0.2185,9,0.99,0.765101162
-0.765101162,0.2185,10,0.99,0.765101162
-1.491991783,0.091,1,0.33,1.491991783
-1.491991783,0.091,2,0.19,1.491991783
-1.491991783,0.091,3,0.07,1.491991783
-1.491991783,0.091,4,0.08,1.491991783
-1.491991783,0.091,5,0.06,1.491991783
-1.491991783,0.091,6,0.07,1.491991783
-1.491991783,0.091,7,0.07,1.491991783
-1.491991783,0.091,8,0.03,1.491991783
-1.491991783,0.091,9,0.05,1.491991783
-1.491991783,0.091,10,0.02,1.491991783
2.080011128,0.421,1,0.99,2.080011128
2.080011128,0.421,2,1,2.080011128
2.080011128,0.421,3,1,2.080011128
2.080011128,0.421,4,1,2.080011128
2.080011128,0.421,5,1,2.080011128
2.080011128,0.421,6,1,2.080011128
2.080011128,0.421,7,1,2.080011128
2.080011128,0.421,8,1,2.080011128
2.080011128,0.421,9,1,2.080011128
2.080011128,0.421,10,1,2.080011128
-1.4575633,0.1305,1,0.93,1.4575633
-1.4575633,0.1305,2,0.99,1.4575633
-1.4575633,0.1305,3,0.99,1.4575633
-1.4575633,0.1305,4,0.99,1.4575633
-1.4575633,0.1305,5,0.99,1.4575633
-1.4575633,0.1305,6,1,1.4575633
-1.4575633,0.1305,7,0.99,1.4575633
-1.4575633,0.1305,8,1,1.4575633
-1.4575633,0.1305,9,1,1.4575633
-1.4575633,0.1305,10,1,1.4575633
-5.915793054,0.0285,1,0.9,5.915793054
-5.915793054,0.0285,2,0.95,5.915793054
-5.915793054,0.0285,3,0.97,5.915793054
-5.915793054,0.0285,4,0.98,5.915793054
-5.915793054,0.0285,5,0.98,5.915793054
-5.915793054,0.0285,6,0.99,5.915793054
-5.915793054,0.0285,7,0.99,5.915793054
-5.915793054,0.0285,8,0.99,5.915793054
-5.915793054,0.0285,9,0.99,5.915793054
-5.915793054,0.0285,10,0.99,5.915793054
-0.59682718,0.605,1,0.96,0.59682718
-0.59682718,0.605,2,0.95,0.59682718
-0.59682718,0.605,3,0.98,0.59682718
-0.59682718,0.605,4,0.98,0.59682718
-0.59682718,0.605,5,0.99,0.59682718
-0.59682718,0.605,6,1,0.59682718
-0.59682718,0.605,7,0.99,0.59682718
-0.59682718,0.605,8,1,0.59682718
-0.59682718,0.605,9,0.99,0.59682718
-0.59682718,0.605,10,1,0.59682718
3.060944949,0.1255,1,0.99,3.060944949
3.060944949,0.1255,2,1,3.060944949
3.060944949,0.1255,3,1,3.060944949
3.060944949,0.1255,4,1,3.060944949
3.060944949,0.1255,5,1,3.060944949
3.060944949,0.1255,6,1,3.060944949
3.060944949,0.1255,7,1,3.060944949
3.060944949,0.1255,8,1,3.060944949
3.060944949,0.1255,9,1,3.060944949
3.060944949,0.1255,10,1,3.060944949
3.020321924,0.1825,1,0.99,3.020321924
3.020321924,0.1825,2,1,3.020321924
3.020321924,0.1825,3,1,3.020321924
3.020321924,0.1825,4,1,3.020321924
3.020321924,0.1825,5,1,3.020321924
3.020321924,0.1825,6,1,3.020321924
3.020321924,0.1825,7,1,3.020321924
3.020321924,0.1825,8,1,3.020321924
3.020321924,0.1825,9,1,3.020321924
3.020321924,0.1825,10,1,3.020321924
3.844468331,0.1575,1,0.99,3.844468331
3.844468331,0.1575,2,1,3.844468331
3.844468331,0.1575,3,1,3.844468331
3.844468331,0.1575,4,1,3.844468331
3.844468331,0.1575,5,1,3.844468331
3.844468331,0.1575,6,1,3.844468331
3.844468331,0.1575,7,1,3.844468331
3.844468331,0.1575,8,1,3.844468331
3.844468331,0.1575,9,1,3.844468331
3.844468331,0.1575,10,1,3.844468331
-2.126132999,0.059,1,0.83,2.126132999
-2.126132999,0.059,2,0.88,2.126132999
-2.126132999,0.059,3,0.9,2.126132999
-2.126132999,0.059,4,0.97,2.126132999
-2.126132999,0.059,5,0.94,2.126132999
-2.126132999,0.059,6,0.97,2.126132999
-2.126132999,0.059,7,0.98,2.126132999
-2.126132999,0.059,8,0.97,2.126132999
-2.126132999,0.059,9,0.97,2.126132999
-2.126132999,0.059,10,0.97,2.126132999
-0.825683042,0.8145,1,0.98,0.825683042
-0.825683042,0.8145,2,0.99,0.825683042
-0.825683042,0.8145,3,1,0.825683042
-0.825683042,0.8145,4,1,0.825683042
-0.825683042,0.8145,5,1,0.825683042
-0.825683042,0.8145,6,1,0.825683042
-0.825683042,0.8145,7,1,0.825683042
-0.825683042,0.8145,8,1,0.825683042
-0.825683042,0.8145,9,1,0.825683042
-0.825683042,0.8145,10,1,0.825683042
-0.557466549,0.8985,1,0.98,0.557466549
-0.557466549,0.8985,2,0.99,0.557466549
-0.557466549,0.8985,3,0.99,0.557466549
-0.557466549,0.8985,4,1,0.557466549
-0.557466549,0.8985,5,1,0.557466549
-0.557466549,0.8985,6,1,0.557466549
-0.557466549,0.8985,7,1,0.557466549
-0.557466549,0.8985,8,1,0.557466549
-0.557466549,0.8985,9,1,0.557466549
-0.557466549,0.8985,10,1,0.557466549
-0.889264619,0.694,1,0.97,0.889264619
-0.889264619,0.694,2,0.99,0.889264619
-0.889264619,0.694,3,1,0.889264619
-0.889264619,0.694,4,1,0.889264619
-0.889264619,0.694,5,1,0.889264619
-0.889264619,0.694,6,1,0.889264619
-0.889264619,0.694,7,1,0.889264619
-0.889264619,0.694,8,1,0.889264619
-0.889264619,0.694,9,1,0.889264619
-0.889264619,0.694,10,1,0.889264619
-1.117782056,0.171,1,0.94,1.117782056
-1.117782056,0.171,2,0.99,1.117782056
-1.117782056,0.171,3,0.99,1.117782056
-1.117782056,0.171,4,1,1.117782056
-1.117782056,0.171,5,1,1.117782056
-1.117782056,0.171,6,0.99,1.117782056
-1.117782056,0.171,7,1,1.117782056
-1.117782056,0.171,8,1,1.117782056
-1.117782056,0.171,9,1,1.117782056
-1.117782056,0.171,10,1,1.117782056
-0.818023827,0.2715,1,0.15,0.818023827
-0.818023827,0.2715,2,0.02,0.818023827
-0.818023827,0.2715,3,0.01,0.818023827
-0.818023827,0.2715,4,0.05,0.818023827
-0.818023827,0.2715,5,0.04,0.818023827
-0.818023827,0.2715,6,0.02,0.818023827
-0.818023827,0.2715,7,0.04,0.818023827
-0.818023827,0.2715,8,0.01,0.818023827
-0.818023827,0.2715,9,0,0.818023827
-0.818023827,0.2715,10,0.02,0.818023827
-1.113143032,0.336,1,0.93,1.113143032
-1.113143032,0.336,2,0.97,1.113143032
-1.113143032,0.336,3,0.98,1.113143032
-1.113143032,0.336,4,0.98,1.113143032
-1.113143032,0.336,5,0.99,1.113143032
-1.113143032,0.336,6,0.99,1.113143032
-1.113143032,0.336,7,1,1.113143032
-1.113143032,0.336,8,1,1.113143032
-1.113143032,0.336,9,1,1.113143032
-1.113143032,0.336,10,1,1.113143032
-0.572612488,0.692,1,0.95,0.572612488
-0.572612488,0.692,2,0.99,0.572612488
-0.572612488,0.692,3,0.99,0.572612488
-0.572612488,0.692,4,1,0.572612488
-0.572612488,0.692,5,0.99,0.572612488
-0.572612488,0.692,6,1,0.572612488
-0.572612488,0.692,7,1,0.572612488
-0.572612488,0.692,8,1,0.572612488
-0.572612488,0.692,9,1,0.572612488
-0.572612488,0.692,10,1,0.572612488
-0.793656675,0.286,1,0.08,0.793656675
-0.793656675,0.286,2,0.03,0.793656675
-0.793656675,0.286,3,0,0.793656675
-0.793656675,0.286,4,0.02,0.793656675
-0.793656675,0.286,5,0,0.793656675
-0.793656675,0.286,6,0,0.793656675
-0.793656675,0.286,7,0,0.793656675
-0.793656675,0.286,8,0.01,0.793656675
-0.793656675,0.286,9,0,0.793656675
-0.793656675,0.286,10,0.02,0.793656675
-0.892327878,0.239,1,0.89,0.892327878
-0.892327878,0.239,2,0.95,0.892327878
-0.892327878,0.239,3,0.96,0.892327878
-0.892327878,0.239,4,0.98,0.892327878
-0.892327878,0.239,5,0.98,0.892327878
-0.892327878,0.239,6,0.99,0.892327878
-0.892327878,0.239,7,0.99,0.892327878
-0.892327878,0.239,8,0.99,0.892327878
-0.892327878,0.239,9,0.99,0.892327878
-0.892327878,0.239,10,1,0.892327878
-0.802938052,0.2135,1,0.07,0.802938052
-0.802938052,0.2135,2,0.01,0.802938052
-0.802938052,0.2135,3,0,0.802938052
-0.802938052,0.2135,4,0,0.802938052
-0.802938052,0.2135,5,0,0.802938052
-0.802938052,0.2135,6,0.03,0.802938052
-0.802938052,0.2135,7,0.03,0.802938052
-0.802938052,0.2135,8,0,0.802938052
-0.802938052,0.2135,9,0.01,0.802938052
-0.802938052,0.2135,10,0.01,0.802938052
-1.531033039,0.109,1,0.85,1.531033039
-1.531033039,0.109,2,0.93,1.531033039
-1.531033039,0.109,3,0.98,1.531033039
-1.531033039,0.109,4,0.98,1.531033039
-1.531033039,0.109,5,0.99,1.531033039
-1.531033039,0.109,6,0.99,1.531033039
-1.531033039,0.109,7,1,1.531033039
-1.531033039,0.109,8,0.99,1.531033039
-1.531033039,0.109,9,1,1.531033039
-1.531033039,0.109,10,0.99,1.531033039
-2.255543388,0.1515,1,0.98,2.255543388
-2.255543388,0.1515,2,1,2.255543388
-2.255543388,0.1515,3,1,2.255543388
-2.255543388,0.1515,4,1,2.255543388
-2.255543388,0.1515,5,1,2.255543388
-2.255543388,0.1515,6,1,2.255543388
-2.255543388,0.1515,7,1,2.255543388
-2.255543388,0.1515,8,1,2.255543388
-2.255543388,0.1515,9,1,2.255543388
-2.255543388,0.1515,10,1,2.255543388
-0.774410468,0.647,1,0.94,0.774410468
-0.774410468,0.647,2,0.93,0.774410468
-0.774410468,0.647,3,0.94,0.774410468
-0.774410468,0.647,4,0.97,0.774410468
-0.774410468,0.647,5,0.99,0.774410468
-0.774410468,0.647,6,0.99,0.774410468
